"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"fontdrvhost","0","38","2203490025472","1286144","3252224","6792","C:\WINDOWS\system32\fontdrvhost.exe","Microsoft Corporation","0.09375","10.0.18362.1110 (WinBuild.160101.0800)","10.0.18362.1110","Usermode Font Driver Host","Microsoft? Windows? Operating System","Process","8",,"False",,"6404","Microsoft.Win32.SafeHandles.SafeProcessHandle","38","1132",".","0","","System.Diagnostics.ProcessModule (fontdrvhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6792","6792","3252224","3252224","232136","232136","3293184","3293184","6209536","6209536","172326912","2203490549760","True","Normal","3252224","3252224","00:00:00.0625000","fontdrvhost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:06 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0312500","171802624","2203490025472","False",,,,"1286144","1286144",,
"ftnlsv","0","205","2203421532160","2080768","5779456","10736","C:\Program Files\Common Files\VMware\DeviceRedirectionCommon\ftnlsv.exe","","1.03125","3.3.2.5","3.3.2.5","NetLink supervisor","Device Redirection Common","Process","8",,"False",,"7984","Microsoft.Win32.SafeHandles.SafeProcessHandle","205","5176",".","0","","System.Diagnostics.ProcessModule (ftnlsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","5779456","5779456","97832","97832","5840896","5840896","7540736","7540736","107503616","2203425726464","True","Normal","5779456","5779456","00:00:00.6875000","ftnlsv","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0312500","00:00:00.3437500","103309312","2203421532160","False",,,,"2080768","2080768",,
"ftscanmgrhv","0","277","2203444985856","8192000","7630848","14864","C:\Program Files\Common Files\VMware\ScannerRedirection\ftscanmgrhv.exe","","1.734375","2.2.2.5","2.2.2.5","Scanner Redirection manager (Client)","Scanner Redirection","Process","8",,"False",,"7144","Microsoft.Win32.SafeHandles.SafeProcessHandle","277","5356",".","0","","System.Diagnostics.ProcessModule (ftscanmgrhv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14864","14864","7630848","7630848","141320","141320","7876608","7876608","12197888","12197888","135151616","2203453374464","True","Normal","7630848","7630848","00:00:00.9843750","ftscanmgrhv","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7343750","00:00:00.7500000","126763008","2203444985856","False",,,,"8192000","8192000",,
"GalaxyClient","1","1924","647925760","51040256","140812288","79016","C:\Program Files (x86)\GOG Galaxy\GalaxyClient.exe","GOG.com","894.0625","2.0.20.39","2.0.20.39","GOG Galaxy","GOG Galaxy","Process","8",,"False",,"6344","Microsoft.Win32.SafeHandles.SafeProcessHandle","1924","14972",".","0","","System.Diagnostics.ProcessModule (GalaxyClient.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","79016","79016","140812288","140812288","675096","675096","285839360","285839360","303362048","303362048","772476928","772476928","True","Normal","140812288","140812288","00:05:09.1875000","GalaxyClient","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:52 PM",,"System.Diagnostics.ProcessThreadCollection","00:14:54.0625000","00:09:44.8750000","647925760","647925760","False",,,,"51040256","51040256",,
"GalaxyClient Helper","1","632","572088320","18886656","103841792","43576","C:\Program Files (x86)\GOG Galaxy\GalaxyClient Helper.exe","GOG.com","4921.296875","2.0.20.39","2.0.20.39","GalaxyClient Helper Application","GOG Galaxy","Process","8",,"False",,"5808","Microsoft.Win32.SafeHandles.SafeProcessHandle","632","15624",".","0","","System.Diagnostics.ProcessModule (GalaxyClient Helper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","43576","43576","103841792","103841792","681784","681784","424046592","424046592","126095360","126095360","819408896","819408896","True","Normal","103841792","103841792","01:18:36.6875000","GalaxyClient Helper","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:56 PM",,"System.Diagnostics.ProcessThreadCollection","01:22:01.2968750","00:03:24.6093750","572088320","572088320","False",,,,"18886656","18886656",,
"GalaxyClient Helper","1","443","469381120","63336448","147460096","60064","C:\Program Files (x86)\GOG Galaxy\GalaxyClient Helper.exe","GOG.com","6171.140625","2.0.20.39","2.0.20.39","GalaxyClient Helper Application","GOG Galaxy","Process","8",,"False",,"7372","Microsoft.Win32.SafeHandles.SafeProcessHandle","443","20424",".","0","","System.Diagnostics.ProcessModule (GalaxyClient Helper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","60064","60064","147460096","147460096","491592","491592","322289664","322289664","318648320","318648320","643641344","643641344","True","Normal","147460096","147460096","01:20:51.2187500","GalaxyClient Helper","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:24:19 PM",,"System.Diagnostics.ProcessThreadCollection","01:42:51.1406250","00:21:59.9218750","469381120","469381120","False",,,,"63336448","63336448",,
"GalaxyCommunication","1","384","130695168","12587008","11001856","25424","C:\ProgramData\GOG.com\Galaxy\redists\GalaxyCommunication.exe","GOG.com","22.515625","1.2.43.23","1.2.43.23","GalaxyCommunicationService","GOG Galaxy","Process","8",,"False",,"7404","Microsoft.Win32.SafeHandles.SafeProcessHandle","384","19572",".","0","","System.Diagnostics.ProcessModule (GalaxyCommunication.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25424","25424","11001856","11001856","188744","188744","21536768","21536768","18608128","18608128","139882496","139882496","True","Normal","11001856","11001856","00:00:10.5781250","GalaxyCommunication","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:24:18 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:22.5156250","00:00:11.9375000","130695168","130695168","False",,,,"12587008","12587008",,
"GameBar","1","408","2203714682880","544768","41951232","22328","C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_5.420.8043.0_x64__8wekyb3d8bbwe\GameBar.exe","Microsoft Corporation","0.28125","5.420.08043.0","5.420.08043.0","Xbox Game Bar","Xbox Game Bar","Process","8",,"False",,"8072","Microsoft.Win32.SafeHandles.SafeProcessHandle","408","26884",".","0","","System.Diagnostics.ProcessModule (GameBar.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22328","22328","41951232","41951232","496896","496896","42098688","42098688","47456256","47456256","396460032","2203714682880","True","Normal","41951232","41951232","00:00:00.1875000","GameBar","4095","True","1","System.Diagnostics.ProcessStartInfo","10/30/2020 5:05:29 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.0937500","396460032","2203714682880","False",,,,"544768","544768",,
"gameinputsvc","0","93","2203382054912","1155072","1146880","6112","C:\Program Files (x86)\Microsoft GameInput\x64\gameinputsvc.exe","Microsoft Corporation","0.046875","0.2008.19041.3893","0.2008.19041.3893","GameInput Host Service","Microsoft? Windows? Operating System","Process","8",,"False",,"5748","Microsoft.Win32.SafeHandles.SafeProcessHandle","93","4988",".","0","","System.Diagnostics.ProcessModule (gameinputsvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6112","6112","1146880","1146880","57576","57576","1208320","1208320","5296128","5296128","65929216","2203384152064","True","Normal","1146880","1146880","00:00:00.0312500","gameinputsvc","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","63832064","2203382054912","False",,,,"1155072","1155072",,
"gameinputsvc","1","77","2203401551872","1032192","1028096","5976","C:\Program Files (x86)\Microsoft GameInput\x64\gameinputsvc.exe","Microsoft Corporation","0","0.2008.19041.3893","0.2008.19041.3893","GameInput Host Service","Microsoft? Windows? Operating System","Process","8",,"False",,"8152","Microsoft.Win32.SafeHandles.SafeProcessHandle","77","5472",".","0","","System.Diagnostics.ProcessModule (gameinputsvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","5976","5976","1028096","1028096","95672","95672","1146880","1146880","4448256","4448256","86089728","2203404312576","True","Normal","1028096","1028096","00:00:00","gameinputsvc","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","83329024","2203401551872","False",,,,"1032192","1032192",,
"GamingServices","0","483","2203502931968","21110784","9003008","22944","C:\Program Files\WindowsApps\Microsoft.GamingServices_2.44.19001.0_x64__8wekyb3d8bbwe\GamingServices.exe","Microsoft Corporation","93.625","10.0.19041.3893 (WinBuild.160101.0800)","10.0.19041.3893","GamingServices","Microsoft Gaming Install Services","Process","8",,"False",,"6980","Microsoft.Win32.SafeHandles.SafeProcessHandle","483","10080",".","0","","System.Diagnostics.ProcessModule (GamingServices.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22944","22944","9003008","9003008","250520","250520","13537280","13537280","28975104","28975104","194609152","2203512832000","True","Normal","9003008","9003008","00:01:13.8593750","GamingServices","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:33.6250000","00:00:19.7656250","184709120","2203502931968","False",,,,"21110784","21110784",,
"GamingServicesNet","0","128","2203417559040","3944448","1515520","7192","C:\Program Files\WindowsApps\Microsoft.GamingServices_2.44.19001.0_x64__8wekyb3d8bbwe\GamingServicesNet.exe","Microsoft Corporation","3.609375","10.0.19041.3893 (WinBuild.160101.0800)","10.0.19041.3893","GamingServices","Microsoft Gaming Install Services","Process","8",,"False",,"4396","Microsoft.Win32.SafeHandles.SafeProcessHandle","128","10088",".","0","","System.Diagnostics.ProcessModule (GamingServicesNet.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7192","7192","1515520","1515520","62136","62136","4837376","4837376","10665984","10665984","106856448","2203425079296","True","Normal","1515520","1515520","00:00:02.8593750","GamingServicesNet","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.6093750","00:00:00.7500000","99336192","2203417559040","False",,,,"3944448","3944448",,
"GOG Galaxy Notifications Renderer","1","1446","391884800","22765568","39743488","46104","C:\Program Files (x86)\GOG Galaxy\GOG Galaxy Notifications Renderer.exe","GOG.com","68.84375","2.0.20.39","2.0.20.39","GOG Galaxy Notifications Renderer","GOG Galaxy","Process","8",,"False",,"8092","Microsoft.Win32.SafeHandles.SafeProcessHandle","1446","20440",".","0","","System.Diagnostics.ProcessModule (GOG Galaxy Notifications Renderer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","46104","46104","39743488","39743488","599224","599224","49098752","49098752","83341312","83341312","429826048","429826048","True","Normal","39743488","39743488","00:00:47.7031250","GOG Galaxy Notifications Renderer","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:24:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:08.8437500","00:00:21.1406250","391884800","391884800","False",,,,"22765568","22765568",,
"GoogleCrashHandler","0","181","50872320","1126400","1826816","11024","C:\Program Files (x86)\Google\Update\1.3.36.32\GoogleCrashHandler.exe","Google LLC","0.265625","1.3.36.31","1.3.36.31","Google Crash Handler","Google Update","Process","4",,"False",,"6368","Microsoft.Win32.SafeHandles.SafeProcessHandle","181","5288",".","0","","System.Diagnostics.ProcessModule (GoogleCrashHandler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11024","11024","1826816","1826816","97664","97664","2109440","2109440","7475200","7475200","56115200","56115200","True","Idle","1826816","1826816","00:00:00.1875000","GoogleCrashHandler","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:22:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.0781250","50872320","50872320","False",,,,"1126400","1126400",,
"GoogleCrashHandler64","0","160","4385714176","1089536","1765376","9192","C:\Program Files (x86)\Google\Update\1.3.36.32\GoogleCrashHandler64.exe","Google LLC","0.015625","1.3.36.31","1.3.36.31","Google Crash Handler","Google Update","Process","4",,"False",,"1844","Microsoft.Win32.SafeHandles.SafeProcessHandle","160","4964",".","0","","System.Diagnostics.ProcessModule (GoogleCrashHandler64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9192","9192","1765376","1765376","106048","106048","1855488","1855488","7155712","7155712","93892608","4388859904","True","Idle","1765376","1765376","00:00:00.0156250","GoogleCrashHandler64","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:22:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","90746880","4385714176","False",,,,"1089536","1089536",,
"GSv6Fwd","0","178","45371392","2916352","2686976","20632","C:\Program Files (x86)\Moonlight Internet Hosting Tool\GSv6Fwd.exe","Moonlight Game Streaming Project","18.796875","2.2.1.0","2.2.1.0","Moonlight IPv6 Forwarding Service","Moonlight Internet Hosting Tool","Process","13",,"False",,"6176","Microsoft.Win32.SafeHandles.SafeProcessHandle","178","11632",".","0","","System.Diagnostics.ProcessModule (GSv6Fwd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20632","20632","2686976","2686976","68280","68280","2854912","2854912","6479872","6479872","48037888","48037888","True","High","2686976","2686976","00:00:16.7343750","GSv6Fwd","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:22:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:18.7968750","00:00:02.0625000","45371392","45371392","False",,,,"2916352","2916352",,
"hasplms","0","212","81887232","10551296","20262912","19624","C:\Program Files (x86)\Common Files\Aladdin Shared\HASP\hasplms.exe","SafeNet, Inc.","411.1875","24.0.1.102350","8.0","License Manager","Sentinel LDK","Process","8",,"False",,"7312","Microsoft.Win32.SafeHandles.SafeProcessHandle","212","4844",".","0","","System.Diagnostics.ProcessModule (hasplms.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19624","19624","20262912","20262912","110248","110248","22622208","22622208","23343104","23343104","97398784","97398784","True","Normal","20262912","20262912","00:05:24.9687500","hasplms","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:06:51.1875000","00:01:26.2187500","81887232","81887232","False",,,,"10551296","10551296",,
"hasplmv","0","121","32534528","3629056","2297856","9032","C:\Program Files (x86)\Common Files\Aladdin Shared\HASP\hasplmv.exe","SafeNet, Inc.","25.03125","24.0.1.102350","8.0","Vendor License Manager","Sentinel LDK","Process","8",,"False",,"4524","Microsoft.Win32.SafeHandles.SafeProcessHandle","121","9312",".","0","","System.Diagnostics.ProcessModule (hasplmv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9032","9032","2297856","2297856","60544","60544","3387392","3387392","6598656","6598656","53223424","53223424","True","Normal","2297856","2297856","00:00:15.7187500","hasplmv","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:25.0312500","00:00:09.3125000","32534528","32534528","False",,,,"3629056","3629056",,
"hid","1","209","91844608","3444736","4390912","19984","C:\Program Files (x86)\UtechSmart 16400DPI VENUS Gaming Mouse\hid.exe","","1.15625","1, 0, 0, 0","1, 0, 0, 0","mousehid MFC Application","mousehid Application","Process","8",,"False",,"2816","Microsoft.Win32.SafeHandles.SafeProcessHandle","209","5792",".","0","","System.Diagnostics.ProcessModule (hid.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19984","19984","4390912","4390912","166160","166160","4726784","4726784","12083200","12083200","99241984","99241984","True","Normal","4390912","4390912","00:00:00.9062500","hid","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:24:01 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1562500","00:00:00.2500000","91844608","91844608","False",,,,"3444736","3444736",,
"horizon_client_service","0","256","2203433177088","6750208","3641344","16848","C:\Program Files (x86)\VMware\VMware Horizon View Client\ClientService\horizon_client_service.exe","VMware, Inc.","4.078125","7.10.0 build-14536226","7.10.0 build-14536226","VMware Horizon Generic Service Host 64-bit","VMware Horizon View","Process","8",,"False",,"4560","Microsoft.Win32.SafeHandles.SafeProcessHandle","256","5156",".","0","","System.Diagnostics.ProcessModule (horizon_client_service.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16848","16848","3641344","3641344","150664","150664","3751936","3751936","12775424","12775424","119263232","2203437486080","True","Normal","3641344","3641344","00:00:02.9687500","horizon_client_service","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.0781250","00:00:01.1093750","114954240","2203433177088","False",,,,"6750208","6750208",,
"Idle","0","0","8192","8192","61440","272",,,,,,,,"Process","0",,,,,,"0","0",".","0","",,,,,"272","272","61440","61440","0","0","61440","61440","12288","12288","8192","8192",,,"61440","61440",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"8192","8192","False",,,,"8192","8192",,
"iPodService","0","174","4383907840","7942144","2564096","9576","C:\Program Files\iPod\bin\iPodService.exe","Apple Inc.","13.375","12.10.10.2","12.10.10.2","iPod Service","iPodService","Process","8",,"False",,"7444","Microsoft.Win32.SafeHandles.SafeProcessHandle","174","27912",".","0","","System.Diagnostics.ProcessModule (iPodService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9576","9576","2564096","2564096","91240","91240","2633728","2633728","8581120","8581120","94257152","4389224448","True","Normal","2564096","2564096","00:00:07.9687500","iPodService","4095","True","0","System.Diagnostics.ProcessStartInfo","10/29/2020 5:00:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:13.3750000","00:00:05.4062500","88940544","4383907840","False",,,,"7942144","7942144",,
"IpOverUsbSvc","0","270","126828544","4427776","9867264","16952","C:\Program Files (x86)\Common Files\Microsoft Shared\Phone Tools\CoreCon\11.0\bin\IpOverUsbSvc.exe","Microsoft Corporation","5.65625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows IP Over USB PC Service","Microsoft (R) Windows (R) Kits","Process","8",,"False",,"3968","Microsoft.Win32.SafeHandles.SafeProcessHandle","270","5080",".","0","","System.Diagnostics.ProcessModule (IpOverUsbSvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16952","16952","9867264","9867264","179120","179120","10539008","10539008","15290368","15290368","138190848","138190848","True","Normal","9867264","9867264","00:00:03.8750000","IpOverUsbSvc","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.6562500","00:00:01.7812500","126828544","126828544","False",,,,"4427776","4427776",,
"iTunesHelper","1","276","4471574528","13406208","4141056","19224","E:\iTunes\iTunesHelper.exe","Apple Inc.","0.546875","12.10.10.2","12.10.10.2","iTunesHelper","iTunes","Process","8",,"False",,"7024","Microsoft.Win32.SafeHandles.SafeProcessHandle","276","14820",".","0","","System.Diagnostics.ProcessModule (iTunesHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19224","19224","4141056","4141056","276936","276936","4759552","4759552","15994880","15994880","182505472","4477472768","True","Normal","4141056","4141056","00:00:00.4687500","iTunesHelper","4095","True","1","System.Diagnostics.ProcessStartInfo","10/29/2020 5:00:49 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5468750","00:00:00.0781250","176607232","4471574528","False",,,,"13406208","13406208",,
"kited","1","911","5827305472","459554816","421244928","42504","C:\Program Files\Kite\kited.exe","Kite","8576.984375","1.2020.910.0","1.2020.910.0","Kited","Kite","Process","6",,"False",,"7628","Microsoft.Win32.SafeHandles.SafeProcessHandle","911","24944",".","0","","System.Diagnostics.ProcessModule (kited.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","42504","42504","421244928","421244928","1231008","1231008","526131200","526131200","466993152","466993152","1658195968","5953163264","False","BelowNormal","421244928","421244928","01:35:06.9375000","kited","4095","True","1","System.Diagnostics.ProcessStartInfo","10/25/2020 2:08:43 PM",,"System.Diagnostics.ProcessThreadCollection","02:22:56.9843750","00:47:50.0468750","1532338176","5827305472","False",,,,"459554816","459554816",,
"KiteService","0","1362","4934131712","32120832","66060288","39168","C:\Program Files\Kite\KiteService.exe","Kite","14.890625","1.2020.1026.1","1.2020.1026.1","KiteService","Kite","Process","8",,"False",,"6988","Microsoft.Win32.SafeHandles.SafeProcessHandle","1362","13032",".","0","","System.Diagnostics.ProcessModule (KiteService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39168","39168","66060288","66060288","283704","283704","67178496","67178496","37601280","37601280","662757376","4957724672","True","Normal","66060288","66060288","00:00:09.8750000","KiteService","4095","True","0","System.Diagnostics.ProcessStartInfo","10/26/2020 9:51:55 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:14.8906250","00:00:05.0156250","639164416","4934131712","False",,,,"32120832","32120832",,
"launcher","1","1728","4942000128","74727424","68386816","47728","C:\Program Files\Genshin Impact\launcher.exe","","486.71875","2.3.4.0","2.3.4.0","","launcher","Process","8",,"False",,"4596","Microsoft.Win32.SafeHandles.SafeProcessHandle","1728","28404",".","0","","System.Diagnostics.ProcessModule (launcher.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","47728","47728","68386816","68386816","979696","979696","70385664","70385664","120373248","120373248","694063104","4989030400","True","Normal","68386816","68386816","00:05:54.1406250","launcher","4095","True","1","System.Diagnostics.ProcessStartInfo","10/26/2020 10:10:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:08:06.7187500","00:02:12.5781250","647032832","4942000128","False",,,,"74727424","74727424",,
"LEDKeeper2","0","808","698953728","43372544","230002688","63512","C:\Program Files (x86)\MSI\One Dragon Center\Mystic_Light\LEDKeeper2.exe","Micro-Star Int'l Co., Ltd.","548.703125","1.0.0.70","1.0.0.70","LEDKeeper2","LEDKeeper2","Process","8",,"False",,"6624","Microsoft.Win32.SafeHandles.SafeProcessHandle","808","11180",".","0","","System.Diagnostics.ProcessModule (LEDKeeper2.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","63512","63512","230002688","230002688","539376","539376","868605952","868605952","723910656","723910656","1389391872","1389391872","True","Normal","230002688","230002688","00:05:23.8125000","LEDKeeper2","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:17 PM",,"System.Diagnostics.ProcessThreadCollection","00:09:08.7031250","00:03:44.8906250","698953728","698953728","False",,,,"43372544","43372544",,
"LightKeeperService","0","326","163090432","5509120","18427904","21928","C:\Program Files (x86)\MSI\One Dragon Center\Mystic_Light\LightKeeperService.exe","Micro-Star INT'L CO., LTD.","3.859375","2.0.0.32","2.0.0.32","LightKeeperService","LED Keeper Service","Process","8",,"False",,"6336","Microsoft.Win32.SafeHandles.SafeProcessHandle","326","5192",".","0","","System.Diagnostics.ProcessModule (LightKeeperService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21928","21928","18427904","18427904","243992","243992","19210240","19210240","28594176","28594176","173379584","173379584","True","Normal","18427904","18427904","00:00:02.2500000","LightKeeperService","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.8593750","00:00:01.6093750","163090432","163090432","False",,,,"5509120","5509120",,
"LockApp","1","546","2203774660608","45772800","36511744","28032","C:\WINDOWS\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","Microsoft Corporation","2.0625","10.0.18362.997 (WinBuild.160101.0800)","10.0.18362.997","LockApp.exe","Microsoft? Windows? Operating System","Process","8",,"False",,"8100","Microsoft.Win32.SafeHandles.SafeProcessHandle","546","21132",".","0","","System.Diagnostics.ProcessModule (LockApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28032","28032","36511744","36511744","601920","601920","38133760","38133760","55627776","55627776","461930496","2203780153344","True","Normal","36511744","36511744","00:00:00.9531250","LockApp","4095","True","1","System.Diagnostics.ProcessStartInfo","10/31/2020 5:01:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0625000","00:00:01.1093750","456437760","2203774660608","False",,,,"45772800","45772800",,
"lsass","0","2088","2203506880512","19427328","13398016","35864","C:\WINDOWS\system32\lsass.exe","Microsoft Corporation","423.125","10.0.18362.1049 (WinBuild.160101.0800)","10.0.18362.1049","Local Security Authority Process","Microsoft? Windows? Operating System","Process","9",,"False",,"7492","Microsoft.Win32.SafeHandles.SafeProcessHandle","2088","788",".","0","","System.Diagnostics.ProcessModule (lsass.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35864","35864","13398016","13398016","238200","238200","14569472","14569472","25161728","25161728","190795776","2203509018624","True","Normal","13398016","13398016","00:03:57.1562500","lsass","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:07:03.1250000","00:03:05.9687500","188657664","2203506880512","False",,,,"19427328","19427328",,
"mDNSResponder","0","220","4367941632","3416064","3125248","25256","C:\Program Files\Bonjour\mDNSResponder.exe","Apple Inc.","134.4375","3,1,0,1","3,1,0,1","Bonjour Service","Bonjour","Process","8",,"False",,"7736","Microsoft.Win32.SafeHandles.SafeProcessHandle","220","4716",".","0","","System.Diagnostics.ProcessModule (mDNSResponder.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25256","25256","3125248","3125248","79320","79320","3198976","3198976","7684096","7684096","79265792","4374233088","True","Normal","3125248","3125248","00:01:55.5937500","mDNSResponder","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:14.4375000","00:00:18.8437500","72974336","4367941632","False",,,,"3416064","3416064",,
"Memory Compression","0","0","2863398912","1106264064","5816320","0",,,"1235.109375",,,,,"Process","8",,,,,,"0","2528",".","0","",,,,,"0","0","5816320","5816320","4224","4224","8249344","8249344","1738711040","1738711040","-113377280","4181590016",,,"5816320","5816320","00:20:35.1093750","Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:07 PM",,"System.Diagnostics.ProcessThreadCollection","00:20:35.1093750","00:00:00","-1431568384","2863398912","False",,,,"1106264064","1106264064",,
