"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"RuntimeBroker","1","795","2203673763840","49569792","70819840","37352","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","46.84375","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6640","Microsoft.Win32.SafeHandles.SafeProcessHandle","795","5568",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37352","37352","70819840","70819840","466544","466544","126627840","126627840","149372928","149372928","731344896","2204049567744","True","Normal","70819840","70819840","00:00:24.6718750","RuntimeBroker","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:32 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:46.8437500","00:00:22.1718750","355540992","2203673763840","False",,,,"49569792","49569792",,
"RuntimeBroker","1","515","2203536748544","23826432","14569472","23144","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","104.75","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4168","Microsoft.Win32.SafeHandles.SafeProcessHandle","515","9912",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23144","23144","14569472","14569472","341920","341920","18526208","18526208","39886848","39886848","239677440","2203557900288","True","Normal","14569472","14569472","00:00:55.9375000","RuntimeBroker","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 5:32:37 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:44.7500000","00:00:48.8125000","218525696","2203536748544","False",,,,"23826432","23826432",,
"RuntimeBroker","1","410","2203461947392","16044032","4726784","18528","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.640625","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4404","Microsoft.Win32.SafeHandles.SafeProcessHandle","410","13300",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18528","18528","4726784","4726784","221616","221616","6668288","6668288","28409856","28409856","180154368","2203498377216","True","Normal","4726784","4726784","00:00:01.0625000","RuntimeBroker","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:43 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.6406250","00:00:00.5781250","143724544","2203461947392","False",,,,"16044032","16044032",,
"RuntimeBroker","1","462","2203539812352","23797760","9551872","24608","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","140.140625","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"1504","Microsoft.Win32.SafeHandles.SafeProcessHandle","462","13916",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24608","24608","9551872","9551872","354472","354472","16220160","16220160","32165888","32165888","-1300639744","2206312550400","True","Normal","9551872","9551872","00:01:32.0781250","RuntimeBroker","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:40 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:20.1406250","00:00:48.0625000","221589504","2203539812352","False",,,,"23797760","23797760",,
"RuntimeBroker","1","147","2203413823488","4157440","2097152","8472","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4360","Microsoft.Win32.SafeHandles.SafeProcessHandle","147","19984",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8472","8472","2097152","2097152","120504","120504","2895872","2895872","10891264","10891264","102391808","2203420614656","True","Normal","2097152","2097152","00:00:00.0781250","RuntimeBroker","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:53:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0468750","95600640","2203413823488","False",,,,"4157440","4157440",,
"RuntimeBroker","1","305","2203505385472","23609344","5451776","16448","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.734375","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5612","Microsoft.Win32.SafeHandles.SafeProcessHandle","305","23348",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16448","16448","5451776","5451776","290456","290456","9818112","9818112","32919552","32919552","216662016","2203534884864","True","Normal","5451776","5451776","00:00:00.3281250","RuntimeBroker","4095","True","1","System.Diagnostics.ProcessStartInfo","10/31/2020 5:01:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7343750","00:00:00.4062500","187162624","2203505385472","False",,,,"23609344","23609344",,
"SearchIndexer","0","926","2203768528896","82358272","78835712","90544","C:\WINDOWS\system32\SearchIndexer.exe","Microsoft Corporation","150.625","7.0.18362.1 (WinBuild.160101.0800)","7.0.18362.1","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"4300","Microsoft.Win32.SafeHandles.SafeProcessHandle","926","14644",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","90544","90544","78835712","78835712","294240","294240","89251840","89251840","90152960","90152960","479141888","2203797364736","True","Normal","78835712","78835712","00:00:29.4218750","SearchIndexer","4095","True","0","System.Diagnostics.ProcessStartInfo","10/30/2020 4:30:15 AM",,"System.Diagnostics.ProcessThreadCollection","00:02:30.6250000","00:02:01.2031250","450306048","2203768528896","False",,,,"82358272","82358272",,
"SearchUI","1","1708","2238972608512","80752640","220553216","123456","C:\WINDOWS\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","Microsoft Corporation","179.15625","10.0.18362.1049 (WinBuild.160101.0800)","10.0.18362.1049","Search and Cortana application","Microsoft? Windows? Operating System","Process","8",,"False",,"2100","Microsoft.Win32.SafeHandles.SafeProcessHandle","1708","2740",".","0","","System.Diagnostics.ProcessModule (SearchUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","123456","123456","220553216","220553216","1165984","1165984","255315968","255315968","271904768","271904768","1334669312","2239012630528","True","Normal","220553216","220553216","00:00:42.8906250","SearchUI","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:32 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:59.1562500","00:02:16.2656250","1294647296","2238972608512","False",,,,"80752640","80752640",,
"SecurityHealthHost","1","191","2203446267904","5562368","2658304","11144","C:\Windows\System32\SecurityHealthHost.exe","Microsoft Corporation","0.171875","4.18.1901.16384 (WinBuild.160101.0800)","4.18.1901.16384","Windows Security Health Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2832","Microsoft.Win32.SafeHandles.SafeProcessHandle","191","21904",".","0","","System.Diagnostics.ProcessModule (SecurityHealthHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11144","11144","2658304","2658304","180896","180896","2834432","2834432","15155200","15155200","130674688","2203448897536","True","Normal","2658304","2658304","00:00:00.1093750","SecurityHealthHost","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:25:33 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0625000","128045056","2203446267904","False",,,,"5562368","5562368",,
"SecurityHealthService","0","412","2203438198784","9629696","5279744","17048",,,"1.828125",,,,,"Process","8",,,,,,"412","13908",".","0","",,,,,"17048","17048","5279744","5279744","173840","173840","5804032","5804032","16252928","16252928","127676416","2203445899264",,,"5279744","5279744","00:00:01","SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.8281250","00:00:00.8281250","119975936","2203438198784","False",,,,"9629696","9629696",,
"SecurityHealthSystray","1","153","2203427934208","3309568","2031616","9512","C:\Windows\System32\SecurityHealthSystray.exe","Microsoft Corporation","0.203125","10.0.18362.628 (WinBuild.160101.0800)","10.0.18362.628","Windows Security notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"7376","Microsoft.Win32.SafeHandles.SafeProcessHandle","153","1320",".","0","","System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","2031616","2031616","148048","148048","2146304","2146304","9015296","9015296","112865280","2203431088128","True","Normal","2031616","2031616","00:00:00.1718750","SecurityHealthSystray","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0312500","109711360","2203427934208","False",,,,"3309568","3309568",,
"service","0","128","4359946240","2121728","2056192","7776","C:\Program Files\NZXT CAM\resources\app.asar.unpacked\node_modules\@nzxt\rust-cam\dist\native\target\release\service.exe",,"0.421875",,,,,"Process","8",,"False",,"7416","Microsoft.Win32.SafeHandles.SafeProcessHandle","128","5332",".","0","","System.Diagnostics.ProcessModule (service.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7776","7776","2056192","2056192","50456","50456","3145728","3145728","14434304","14434304","80658432","4375625728","True","Normal","2056192","2056192","00:00:00.2500000","service","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.1718750","64978944","4359946240","False",,,,"2121728","2121728",,
"services","0","1005","2203410792448","8884224","8523776","16096",,,"253.375",,,,,"Process","9",,,,,,"1005","820",".","0","",,,,,"16096","16096","8523776","8523776","245608","245608","11128832","11128832","17240064","17240064","135835648","2203454058496",,,"8523776","8523776","00:02:44.1093750","services",,"True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:04:13.3750000","00:01:29.2656250","92569600","2203410792448","False",,,,"8884224","8884224",,
"SettingSyncHost","1","640","2203541856256","5345280","25960448","32944","C:\WINDOWS\system32\SettingSyncHost.exe","Microsoft Corporation","110.5","10.0.18362.239 (WinBuild.160101.0800)","10.0.18362.239","Host Process for Setting Synchronization","Microsoft? Windows? Operating System","Process","6",,"False",,"7220","Microsoft.Win32.SafeHandles.SafeProcessHandle","640","13236",".","0","","System.Diagnostics.ProcessModule (SettingSyncHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32944","32944","25960448","25960448","310072","310072","52260864","52260864","65892352","65892352","434790400","2203753013248","True","BelowNormal","25960448","25960448","00:01:11.0625000","SettingSyncHost","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:50.5000000","00:00:39.4375000","223633408","2203541856256","False",,,,"5345280","5345280",,
"SgrmBroker","0","89","2203381239808","5021696","4435968","6584",,,"8.28125",,,,,"Process","8",,,,,,"89","5520",".","0","",,,,,"6584","6584","4435968","4435968","34160","34160","5521408","5521408","6991872","6991872","64065536","2203382288384",,,"4435968","4435968","00:00:01.3750000","SgrmBroker",,"True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:22:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:08.2812500","00:00:06.9062500","63016960","2203381239808","False",,,,"5021696","5021696",,
"ShellExperienceHost","1","940","2203820605440","46170112","47169536","37416","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","32.28125","10.0.18362.997 (WinBuild.160101.0800)","10.0.18362.997","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3636","Microsoft.Win32.SafeHandles.SafeProcessHandle","940","14600",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37416","37416","47169536","47169536","761184","761184","53198848","53198848","68046848","68046848","532013056","2203850235904","True","Normal","47169536","47169536","00:00:16.6406250","ShellExperienceHost","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:25:33 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:32.2812500","00:00:15.6406250","502382592","2203820605440","False",,,,"46170112","46170112",,
"sihost","1","783","2203493916672","24576000","10498048","24608","C:\WINDOWS\system32\sihost.exe","Microsoft Corporation","44.53125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5656","Microsoft.Win32.SafeHandles.SafeProcessHandle","783","5616",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24608","24608","10498048","10498048","293344","293344","10653696","10653696","26996736","26996736","191348736","2203509571584","True","Normal","10498048","10498048","00:00:24.6718750","sihost","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:27 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:44.5312500","00:00:19.8593750","175693824","2203493916672","False",,,,"24576000","24576000",,
"smss","0","53","2203359748096","397312","1204224","3224",,,"0.203125",,,,,"Process","11",,,,,,"53","628",".","0","",,,,,"3224","3224","1204224","1204224","13136","13136","1302528","1302528","1302528","1302528","49909760","2203368132608",,,"1204224","1204224","00:00:00.2031250","smss",,"True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:19:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00","41525248","2203359748096","False",,,,"397312","397312",,
"spd","0","528","4430295040","21397504","14770176","18920","C:\Program Files\cFosSpeed\spd.exe","cFos Software GmbH","365.046875","11.04.2440","11.04.2440","cFosSpeed Service","cFosSpeed Service","Process","8",,"False",,"6460","Microsoft.Win32.SafeHandles.SafeProcessHandle","528","21120",".","0","","System.Diagnostics.ProcessModule (spd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18920","18920","14770176","14770176","170632","170632","15400960","15400960","22511616","22511616","136163328","4431130624","True","Normal","14770176","14770176","00:02:56.4843750","spd","4095","True","0","System.Diagnostics.ProcessStartInfo","10/31/2020 4:47:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:06:05.0468750","00:03:08.5625000","135327744","4430295040","False",,,,"21397504","21397504",,
"spoolsv","0","470","2203433107456","9486336","7720960","24992","C:\WINDOWS\System32\spoolsv.exe","Microsoft Corporation","0.96875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Spooler SubSystem App","Microsoft? Windows? Operating System","Process","8",,"False",,"4564","Microsoft.Win32.SafeHandles.SafeProcessHandle","470","4112",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24992","24992","7720960","7720960","160176","160176","8982528","8982528","17047552","17047552","133550080","2203451772928","True","Normal","7720960","7720960","00:00:00.8750000","spoolsv","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9687500","00:00:00.0937500","114884608","2203433107456","False",,,,"9486336","9486336",,
"Spotify","1","1298","665202688","105709568","110366720","84872","C:\Users\Kevin\AppData\Roaming\Spotify\Spotify.exe","Spotify Ltd","152.015625","1.1.45.621","1.1.45.621","Spotify","Spotify","Process","8",,"False",,"1800","Microsoft.Win32.SafeHandles.SafeProcessHandle","1298","8032",".","1838166","Spotify Premium","System.Diagnostics.ProcessModule (Spotify.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","84872","84872","110366720","110366720","1019824","1019824","114884608","114884608","140054528","140054528","708141056","708141056","True","Normal","110366720","110366720","00:00:50.5312500","Spotify","4095","True","1","System.Diagnostics.ProcessStartInfo","10/30/2020 11:41:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:32.0156250","00:01:41.4843750","665202688","665202688","False",,,,"105709568","105709568",,
"Spotify","1","522","294977536","45654016","22454272","31112","C:\Users\Kevin\AppData\Roaming\Spotify\Spotify.exe","Spotify Ltd","32.84375","1.1.45.621","1.1.45.621","Spotify","Spotify","Process","8",,"False",,"5712","Microsoft.Win32.SafeHandles.SafeProcessHandle","522","12264",".","0","","System.Diagnostics.ProcessModule (Spotify.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31112","31112","22454272","22454272","542240","542240","27648000","27648000","49119232","49119232","312942592","312942592","True","Normal","22454272","22454272","00:00:19.8906250","Spotify","4095","True","1","System.Diagnostics.ProcessStartInfo","10/30/2020 11:41:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:32.8437500","00:00:12.9531250","294977536","294977536","False",,,,"45654016","45654016",,
"Spotify","1","288","251457536","29945856","11726848","20696","C:\Users\Kevin\AppData\Roaming\Spotify\Spotify.exe","Spotify Ltd","0.234375","1.1.45.621","1.1.45.621","Spotify","Spotify","Process","8",,"False",,"6628","Microsoft.Win32.SafeHandles.SafeProcessHandle","288","13680",".","0","","System.Diagnostics.ProcessModule (Spotify.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20696","20696","11726848","11726848","489336","489336","11984896","11984896","30703616","30703616","256483328","256483328","True","Normal","11726848","11726848","00:00:00.2187500","Spotify","4095","True","1","System.Diagnostics.ProcessStartInfo","10/30/2020 11:41:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0156250","251457536","251457536","False",,,,"29945856","29945856",,
"Spotify","1","544","485945344","53891072","40366080","35088","C:\Users\Kevin\AppData\Roaming\Spotify\Spotify.exe","Spotify Ltd","22.421875","1.1.45.621","1.1.45.621","Spotify","Spotify","Process","10",,"False",,"7792","Microsoft.Win32.SafeHandles.SafeProcessHandle","544","22452",".","0","","System.Diagnostics.ProcessModule (Spotify.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35088","35088","40366080","40366080","665216","665216","96169984","96169984","143548416","143548416","523988992","523988992","True","AboveNormal","40366080","40366080","00:00:05.9687500","Spotify","4095","True","1","System.Diagnostics.ProcessStartInfo","10/30/2020 11:41:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:22.4218750","00:00:16.4531250","485945344","485945344","False",,,,"53891072","53891072",,
"Spotify","1","570","640102400","178896896","167952384","78496","C:\Users\Kevin\AppData\Roaming\Spotify\Spotify.exe","Spotify Ltd","124.59375","1.1.45.621","1.1.45.621","Spotify","Spotify","Process","4",,"False",,"8108","Microsoft.Win32.SafeHandles.SafeProcessHandle","570","25756",".","0","","System.Diagnostics.ProcessModule (Spotify.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","78496","78496","167952384","167952384","819336","819336","220221440","220221440","327135232","327135232","708800512","708800512","True","Idle","167952384","167952384","00:00:05.2500000","Spotify","4095","True","1","System.Diagnostics.ProcessStartInfo","10/30/2020 11:41:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:04.5937500","00:01:59.3437500","640102400","640102400","False",,,,"178896896","178896896",,
"StartMenuExperienceHost","1","785","2203868356608","89522176","69111808","39184","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",,"65.984375",,,,,"Process","8",,"False",,"5904","Microsoft.Win32.SafeHandles.SafeProcessHandle","785","12364",".","0","","System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39184","39184","69111808","69111808","949400","949400","102473728","102473728","124911616","124911616","975290368","2204293513216","True","Normal","69111808","69111808","00:00:18.5937500","StartMenuExperienceHost","4095","True","1","System.Diagnostics.ProcessStartInfo","10/26/2020 1:01:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:05.9843750","00:00:47.3906250","550133760","2203868356608","False",,,,"89522176","89522176",,
"steam","1","2983","560324608","83001344","193220608","102392","D:\Program Files (x86)\Steam\Steam.exe","Valve Corporation","5047.875","06.17.23.25","01.00.00.01","Steam Client Bootstrapper","Steam Client Bootstrapper","Process","8",,"False",,"7928","Microsoft.Win32.SafeHandles.SafeProcessHandle","2983","8264",".","1117550","Steam","System.Diagnostics.ProcessModule (Steam.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","102392","102392","193220608","193220608","623368","623368","863260672","863260672","839639040","839639040","1193213952","1193213952","True","Normal","193220608","193220608","01:13:09","steam","4095","True","1","System.Diagnostics.ProcessStartInfo","10/29/2020 5:14:36 PM",,"System.Diagnostics.ProcessThreadCollection","01:24:07.8750000","00:10:58.8750000","560324608","560324608","False",,,,"83001344","83001344",,
"SteamService","0","287","69509120","11886592","8421376","16024","C:\Program Files (x86)\Common Files\Steam\SteamService.exe","Valve Corporation","2.4375","06.17.23.25","01.00.00.01","Steam Client Service","Steam Client Service","Process","8",,"False",,"7432","Microsoft.Win32.SafeHandles.SafeProcessHandle","287","28116",".","0","","System.Diagnostics.ProcessModule (SteamService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16024","16024","8421376","8421376","136784","136784","10018816","10018816","18210816","18210816","77176832","77176832","True","Normal","8421376","8421376","00:00:01.7031250","SteamService","4095","True","0","System.Diagnostics.ProcessStartInfo","10/29/2020 5:14:43 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4375000","00:00:00.7343750","69509120","69509120","False",,,,"11886592","11886592",,
"steamwebhelper","1","595","5130739712","225411072","334053376","62760","D:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","8110.921875","06.17.23.25","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","4",,"False",,"8016","Microsoft.Win32.SafeHandles.SafeProcessHandle","595","8744",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","62760","62760","334053376","334053376","554496","554496","356196352","356196352","303271936","303271936","855564288","5150531584","True","Idle","334053376","334053376","00:05:00.8906250","steamwebhelper","4095","True","1","System.Diagnostics.ProcessStartInfo","10/31/2020 5:19:50 PM",,"System.Diagnostics.ProcessThreadCollection","02:15:10.9218750","02:10:10.0312500","835772416","5130739712","False",,,,"225411072","225411072",,
"steamwebhelper","1","1281","4776251392","64958464","36458496","37088","D:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","96.796875","06.17.23.25","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","8",,"False",,"5476","Microsoft.Win32.SafeHandles.SafeProcessHandle","1281","15496",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37088","37088","36458496","36458496","743032","743032","46923776","46923776","105525248","105525248","568070144","4863037440","True","Normal","36458496","36458496","00:00:46.3750000","steamwebhelper","4095","True","1","System.Diagnostics.ProcessStartInfo","10/29/2020 5:14:42 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:36.7968750","00:00:50.4218750","481284096","4776251392","False",,,,"64958464","64958464",,
"steamwebhelper","1","565","4927700992","75317248","112529408","56016","D:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","14.234375","06.17.23.25","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","10",,"False",,"6716","Microsoft.Win32.SafeHandles.SafeProcessHandle","565","17692",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","56016","56016","112529408","112529408","538912","538912","144338944","144338944","166993920","166993920","659349504","4954316800","True","AboveNormal","112529408","112529408","00:00:01.5156250","steamwebhelper","4095","True","1","System.Diagnostics.ProcessStartInfo","10/29/2020 5:14:53 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:14.2343750","00:00:12.7187500","632733696","4927700992","False",,,,"75317248","75317248",,
"steamwebhelper","1","545","4958859264","99811328","155066368","72608","D:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","207.71875","06.17.23.25","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","4",,"False",,"6612","Microsoft.Win32.SafeHandles.SafeProcessHandle","545","20608",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","72608","72608","155066368","155066368","530856","530856","182034432","182034432","215515136","215515136","713879552","5008846848","True","Idle","155066368","155066368","00:00:10.5625000","steamwebhelper","4095","True","1","System.Diagnostics.ProcessStartInfo","10/29/2020 5:14:53 PM",,"System.Diagnostics.ProcessThreadCollection","00:03:27.7187500","00:03:17.1562500","663891968","4958859264","False",,,,"99811328","99811328",,
"steamwebhelper","1","335","4612579328","21352448","9523200","22616","D:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","213.984375","06.17.23.25","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","8",,"False",,"6312","Microsoft.Win32.SafeHandles.SafeProcessHandle","335","22604",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22616","22616","9523200","9523200","537336","537336","9674752","9674752","22802432","22802432","323903488","4618870784","True","Normal","9523200","9523200","00:01:07.4687500","steamwebhelper","4095","True","1","System.Diagnostics.ProcessStartInfo","10/31/2020 5:20:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:03:33.9843750","00:02:26.5156250","317612032","4612579328","False",,,,"21352448","21352448",,
"steamwebhelper","1","267","4580159488","17801216","8192000","17808","D:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","0.375","06.17.23.25","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","8",,"False",,"6288","Microsoft.Win32.SafeHandles.SafeProcessHandle","267","25776",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17808","17808","8192000","8192000","482000","482000","8286208","8286208","18272256","18272256","288985088","4583952384","True","Normal","8192000","8192000","00:00:00.2656250","steamwebhelper","4095","True","1","System.Diagnostics.ProcessStartInfo","10/29/2020 5:14:43 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.1093750","285192192","4580159488","False",,,,"17801216","17801216",,
